usertype,start_station_name,end_station_name,route,num_of_trips,duration
Subscriber,8 Ave & W 33 St,W 49 St & 8 Ave,8 Ave & W 33 St to W 49 St & 8 Ave,5921,8.38
Subscriber,Broadway & W 29 St,E 17 St & Broadway,Broadway & W 29 St to E 17 St & Broadway,5908,6.91
Subscriber,Greenwich St & Warren St,South End Ave & Liberty St,Greenwich St & Warren St to South End Ave & Liberty St,5903,7.37
Customer,Central Park West & W 72 St,Central Park West & W 72 St,Central Park West & W 72 St to Central Park West & W 72 St,5871,42.06
Subscriber,Broadway & W 58 St,Grand Army Plaza & Central Park S,Broadway & W 58 St to Grand Army Plaza & Central Park S,5843,6.51
Subscriber,W 56 St & 10 Ave,8 Ave & W 33 St,W 56 St & 10 Ave to 8 Ave & W 33 St,5838,11.34
Subscriber,E 2 St & Avenue B,Great Jones St,E 2 St & Avenue B to Great Jones St,5828,6.33
Subscriber,2 Ave & E 31 St,W 31 St & 7 Ave,2 Ave & E 31 St to W 31 St & 7 Ave,5816,8.4
Subscriber,Pershing Square North,Broadway & E 22 St,Pershing Square North to Broadway & E 22 St,5794,10.46
Subscriber,Broadway & W 60 St,Grand Army Plaza & Central Park S,Broadway & W 60 St to Grand Army Plaza & Central Park S,5780,9.31
Subscriber,E 7 St & Avenue A,Broadway & E 14 St,E 7 St & Avenue A to Broadway & E 14 St,5771,8.27
Subscriber,W 22 St & 10 Ave,8 Ave & W 31 St,W 22 St & 10 Ave to 8 Ave & W 31 St,5770,7.35
Subscriber,W 26 St & 8 Ave,10 Ave & W 28 St,W 26 St & 8 Ave to 10 Ave & W 28 St,5759,5.11
Subscriber,Vesey Pl & River Terrace,Broadway & Battery Pl,Vesey Pl & River Terrace to Broadway & Battery Pl,5755,9.63
Subscriber,South St & Gouverneur Ln,South St & Whitehall St,South St & Gouverneur Ln to South St & Whitehall St,5735,5.51
Subscriber,E 43 St & Vanderbilt Ave,W 33 St & 7 Ave,E 43 St & Vanderbilt Ave to W 33 St & 7 Ave,5731,8.91
Customer,West St & Chambers St,West St & Chambers St,West St & Chambers St to West St & Chambers St,5728,30.6
Subscriber,8 Ave & W 31 St,8 Ave & W 52 St,8 Ave & W 31 St to 8 Ave & W 52 St,5726,9.84
Subscriber,W 22 St & 10 Ave,W 24 St & 7 Ave,W 22 St & 10 Ave to W 24 St & 7 Ave,5716,6.09
Subscriber,Cleveland Pl & Spring St,MacDougal St & Prince St,Cleveland Pl & Spring St to MacDougal St & Prince St,5707,6.26
Customer,Centre St & Chambers St,Clinton St & Tillary St,Centre St & Chambers St to Clinton St & Tillary St,5707,30.33
Subscriber,E 7 St & Avenue A,Cooper Square & E 7 St,E 7 St & Avenue A to Cooper Square & E 7 St,5698,4.55
Subscriber,W 15 St & 7 Ave,W 16 St & The High Line,W 15 St & 7 Ave to W 16 St & The High Line,5687,5.25
Customer,Central Park S & 6 Ave,Grand Army Plaza & Central Park S,Central Park S & 6 Ave to Grand Army Plaza & Central Park S,5684,47.34
Subscriber,Broadway & E 22 St,W 31 St & 7 Ave,Broadway & E 22 St to W 31 St & 7 Ave,5681,7.24
Subscriber,E 12 St & 3 Ave,E 13 St & Avenue A,E 12 St & 3 Ave to E 13 St & Avenue A,5678,6.06
Subscriber,Washington St & Gansevoort St,West St & Chambers St,Washington St & Gansevoort St to West St & Chambers St,5674,12.6
Subscriber,Amsterdam Ave & W 73 St,Amsterdam Ave & W 82 St,Amsterdam Ave & W 73 St to Amsterdam Ave & W 82 St,5648,5.07
Customer,5 Ave & E 73 St,5 Ave & E 73 St,5 Ave & E 73 St to 5 Ave & E 73 St,5624,36.86
Subscriber,University Pl & E 14 St,W 13 St & 6 Ave,University Pl & E 14 St to W 13 St & 6 Ave,5612,3.94
Subscriber,W 31 St & 7 Ave,Broadway & W 24 St,W 31 St & 7 Ave to Broadway & W 24 St,5611,6.4
Subscriber,W 31 St & 7 Ave,E 27 St & 1 Ave,W 31 St & 7 Ave to E 27 St & 1 Ave,5608,10.09
Subscriber,South End Ave & Liberty St,Vesey Pl & River Terrace,South End Ave & Liberty St to Vesey Pl & River Terrace,5607,6.1
Subscriber,W 21 St & 6 Ave,W 26 St & 8 Ave,W 21 St & 6 Ave to W 26 St & 8 Ave,5606,6.03
Subscriber,1 Ave & E 18 St,E 17 St & Broadway,1 Ave & E 18 St to E 17 St & Broadway,5602,6.39
Subscriber,West St & Chambers St,Little West St & 1 Pl,West St & Chambers St to Little West St & 1 Pl,5574,10.97
Subscriber,West St & Chambers St,Carmine St & 6 Ave,West St & Chambers St to Carmine St & 6 Ave,5572,13.04
Subscriber,W 20 St & 11 Ave,W 17 St & 8 Ave,W 20 St & 11 Ave to W 17 St & 8 Ave,5567,5.7
Subscriber,Lafayette St & E 8 St,E 6 St & Avenue B,Lafayette St & E 8 St to E 6 St & Avenue B,5559,7.18
Subscriber,Broadway & W 41 St,Pershing Square North,Broadway & W 41 St to Pershing Square North,5542,5.49
Subscriber,Metropolitan Ave & Bedford Ave,S 4 St & Wythe Ave,Metropolitan Ave & Bedford Ave to S 4 St & Wythe Ave,5527,5.44
Subscriber,W 31 St & 7 Ave,1 Ave & E 30 St,W 31 St & 7 Ave to 1 Ave & E 30 St,5523,9.19
Subscriber,8 Ave & W 33 St,W 34 St & 11 Ave,8 Ave & W 33 St to W 34 St & 11 Ave,5511,6.15
Subscriber,Lafayette St & E 8 St,E 9 St & Avenue C,Lafayette St & E 8 St to E 9 St & Avenue C,5501,8.68
Subscriber,W 49 St & 8 Ave,9 Ave & W 45 St,W 49 St & 8 Ave to 9 Ave & W 45 St,5497,3.8
Subscriber,W 44 St & 5 Ave,W 41 St & 8 Ave,W 44 St & 5 Ave to W 41 St & 8 Ave,5496,6.29
Subscriber,Broadway & W 32 St,E 32 St & Park Ave,Broadway & W 32 St to E 32 St & Park Ave,5491,4.46
Subscriber,Pershing Square North,E 17 St & Broadway,Pershing Square North to E 17 St & Broadway,5482,11.22
Subscriber,Broadway & W 53 St,W 53 St & 10 Ave,Broadway & W 53 St to W 53 St & 10 Ave,5481,4.8
Subscriber,Washington St & Gansevoort St,Greenwich Ave & 8 Ave,Washington St & Gansevoort St to Greenwich Ave & 8 Ave,5477,4.67
Subscriber,W 47 St & 10 Ave,Broadway & W 49 St,W 47 St & 10 Ave to Broadway & W 49 St,5452,5.33
Subscriber,Greenwich Ave & 8 Ave,W 21 St & 6 Ave,Greenwich Ave & 8 Ave to W 21 St & 6 Ave,5451,7.46
Subscriber,E 17 St & Broadway,W 18 St & 6 Ave,E 17 St & Broadway to W 18 St & 6 Ave,5451,4.68
Subscriber,Bus Slip & State St,South End Ave & Liberty St,Bus Slip & State St to South End Ave & Liberty St,5450,7.69
Subscriber,Lexington Ave & E 24 St,W 21 St & 6 Ave,Lexington Ave & E 24 St to W 21 St & 6 Ave,5448,6.69
Subscriber,Greenwich Ave & 8 Ave,W 22 St & 10 Ave,Greenwich Ave & 8 Ave to W 22 St & 10 Ave,5433,7.56
Subscriber,E 12 St & 3 Ave,E 10 St & Avenue A,E 12 St & 3 Ave to E 10 St & Avenue A,5432,6.14
Subscriber,W 44 St & 5 Ave,W 33 St & 7 Ave,W 44 St & 5 Ave to W 33 St & 7 Ave,5428,7.86
Subscriber,Broadway & W 49 St,E 47 St & Park Ave,Broadway & W 49 St to E 47 St & Park Ave,5427,6.34
Subscriber,E 17 St & Broadway,W 15 St & 7 Ave,E 17 St & Broadway to W 15 St & 7 Ave,5423,6.64
Subscriber,W 18 St & 6 Ave,6 Ave & W 33 St,W 18 St & 6 Ave to 6 Ave & W 33 St,5419,7.25
Subscriber,E 33 St & 5 Ave,Pershing Square North,E 33 St & 5 Ave to Pershing Square North,5417,8.68
Subscriber,8 Ave & W 33 St,W 45 St & 8 Ave,8 Ave & W 33 St to W 45 St & 8 Ave,5415,6.74
Subscriber,DeKalb Ave & Hudson Ave,Adelphi St & Myrtle Ave,DeKalb Ave & Hudson Ave to Adelphi St & Myrtle Ave,5409,7.98
Subscriber,W 34 St & 11 Ave,8 Ave & W 33 St,W 34 St & 11 Ave to 8 Ave & W 33 St,5394,5.31
Subscriber,Clinton Ave & Myrtle Ave,DeKalb Ave & Hudson Ave,Clinton Ave & Myrtle Ave to DeKalb Ave & Hudson Ave,5381,7.6
Subscriber,Washington St & Gansevoort St,Christopher St & Greenwich St,Washington St & Gansevoort St to Christopher St & Greenwich St,5380,5.98
Subscriber,Hicks St & Montague St,Clark St & Henry St,Hicks St & Montague St to Clark St & Henry St,5373,3.57
Subscriber,Broadway & E 14 St,W 13 St & 6 Ave,Broadway & E 14 St to W 13 St & 6 Ave,5363,3.94
Subscriber,E 9 St & Avenue C,Broadway & E 14 St,E 9 St & Avenue C to Broadway & E 14 St,5348,10.01
Subscriber,Greenwich St & Warren St,West Thames St,Greenwich St & Warren St to West Thames St,5346,8.9
Customer,Centre St & Chambers St,Jay St & Tech Pl,Centre St & Chambers St to Jay St & Tech Pl,5343,30.07
Subscriber,W 16 St & The High Line,W 15 St & 7 Ave,W 16 St & The High Line to W 15 St & 7 Ave,5335,5.15
Subscriber,10 Ave & W 28 St,8 Ave & W 31 St,10 Ave & W 28 St to 8 Ave & W 31 St,5334,5.01
Subscriber,Broadway & E 22 St,W 22 St & 10 Ave,Broadway & E 22 St to W 22 St & 10 Ave,5328,8.63
Subscriber,Stanton St & Chrystie St,Suffolk St & Stanton St,Stanton St & Chrystie St to Suffolk St & Stanton St,5326,4.49
Subscriber,W 45 St & 6 Ave,W 33 St & 7 Ave,W 45 St & 6 Ave to W 33 St & 7 Ave,5324,6.82
Subscriber,9 Ave & W 22 St,W 18 St & 6 Ave,9 Ave & W 22 St to W 18 St & 6 Ave,5322,6.8
Subscriber,W 15 St & 7 Ave,W 20 St & 11 Ave,W 15 St & 7 Ave to W 20 St & 11 Ave,5313,6.88
Subscriber,W 24 St & 7 Ave,9 Ave & W 22 St,W 24 St & 7 Ave to 9 Ave & W 22 St,5306,5.56
Subscriber,Christopher St & Greenwich St,Washington St & Gansevoort St,Christopher St & Greenwich St to Washington St & Gansevoort St,5297,6.57
Subscriber,Greenwich Ave & 8 Ave,W 20 St & 11 Ave,Greenwich Ave & 8 Ave to W 20 St & 11 Ave,5292,7.52
Subscriber,8 Ave & W 33 St,W 41 St & 8 Ave,8 Ave & W 33 St to W 41 St & 8 Ave,5289,4.71
Subscriber,E 17 St & Broadway,E 20 St & 2 Ave,E 17 St & Broadway to E 20 St & 2 Ave,5283,6.28
Subscriber,Canal St & Rutgers St,Division St & Bowery,Canal St & Rutgers St to Division St & Bowery,5263,5.4
Subscriber,Graham Ave & Conselyea St,Driggs Ave & N Henry St,Graham Ave & Conselyea St to Driggs Ave & N Henry St,5262,6.69
Subscriber,West St & Chambers St,Watts St & Greenwich St,West St & Chambers St to Watts St & Greenwich St,5258,7.65
Subscriber,Lexington Ave & E 24 St,Pershing Square North,Lexington Ave & E 24 St to Pershing Square North,5241,9.11
Subscriber,University Pl & E 8 St,University Pl & E 14 St,University Pl & E 8 St to University Pl & E 14 St,5238,2.96
Subscriber,Broadway & W 60 St,9 Ave & W 45 St,Broadway & W 60 St to 9 Ave & W 45 St,5235,10.03
Subscriber,E 20 St & FDR Drive,Broadway & E 22 St,E 20 St & FDR Drive to Broadway & E 22 St,5230,8.79
Subscriber,W 13 St & 6 Ave,Greenwich Ave & 8 Ave,W 13 St & 6 Ave to Greenwich Ave & 8 Ave,5227,4.52
Subscriber,Pershing Square North,E 33 St & 2 Ave,Pershing Square North to E 33 St & 2 Ave,5214,7.15
Subscriber,W 16 St & The High Line,E 16 St & 5 Ave,W 16 St & The High Line to E 16 St & 5 Ave,5206,8.17
Subscriber,8 Ave & W 31 St,W 20 St & 11 Ave,8 Ave & W 31 St to W 20 St & 11 Ave,5203,10.07
Customer,Grand Army Plaza & Central Park S,Broadway & W 60 St,Grand Army Plaza & Central Park S to Broadway & W 60 St,5197,50.67
Subscriber,West St & Chambers St,South End Ave & Liberty St,West St & Chambers St to South End Ave & Liberty St,5194,8.75
Subscriber,Centre St & Chambers St,Murray St & West St,Centre St & Chambers St to Murray St & West St,5188,5.78
Subscriber,MacDougal St & Prince St,Cleveland Pl & Spring St,MacDougal St & Prince St to Cleveland Pl & Spring St,5181,6.75
Subscriber,W 13 St & 7 Ave,University Pl & E 14 St,W 13 St & 7 Ave to University Pl & E 14 St,5175,5.91
Subscriber,Broadway & E 22 St,University Pl & E 14 St,Broadway & E 22 St to University Pl & E 14 St,5163,5.58
Subscriber,Broadway & W 36 St,Pershing Square North,Broadway & W 36 St to Pershing Square North,5160,6.67
Subscriber,Pershing Square North,5 Ave & E 29 St,Pershing Square North to 5 Ave & E 29 St,5159,7.28
Subscriber,South End Ave & Liberty St,Greenwich St & Warren St,South End Ave & Liberty St to Greenwich St & Warren St,5156,6.98
Subscriber,Pershing Square North,E 33 St & 5 Ave,Pershing Square North to E 33 St & 5 Ave,5148,5.84
Subscriber,Pershing Square North,Lexington Ave & E 24 St,Pershing Square North to Lexington Ave & E 24 St,5147,8.24
Subscriber,Broadway & W 58 St,E 58 St & 3 Ave,Broadway & W 58 St to E 58 St & 3 Ave,5146,8.66
Subscriber,Richardson St & N Henry St,Graham Ave & Conselyea St,Richardson St & N Henry St to Graham Ave & Conselyea St,5145,3.57
Subscriber,E 23 St & 1 Ave,Broadway & E 22 St,E 23 St & 1 Ave to Broadway & E 22 St,5132,7.59
Subscriber,Little West St & 1 Pl,West St & Chambers St,Little West St & 1 Pl to West St & Chambers St,5128,10.94
Subscriber,W 33 St & 7 Ave,E 33 St & 2 Ave,W 33 St & 7 Ave to E 33 St & 2 Ave,5126,8.31
Subscriber,W 21 St & 6 Ave,W 17 St & 8 Ave,W 21 St & 6 Ave to W 17 St & 8 Ave,5126,5.92
Subscriber,W 17 St & 8 Ave,W 22 St & 10 Ave,W 17 St & 8 Ave to W 22 St & 10 Ave,5123,5.53
Subscriber,N 8 St & Driggs Ave,Bedford Ave & Nassau Ave,N 8 St & Driggs Ave to Bedford Ave & Nassau Ave,5118,4.42
Subscriber,E 20 St & 2 Ave,E 17 St & Broadway,E 20 St & 2 Ave to E 17 St & Broadway,5115,6.1
Subscriber,E 7 St & Avenue A,Cooper Square & Astor Pl,E 7 St & Avenue A to Cooper Square & Astor Pl,5108,4.38
Subscriber,E 17 St & Broadway,Pershing Square North,E 17 St & Broadway to Pershing Square North,5106,11.14
Subscriber,Centre St & Chambers St,Greenwich St & Warren St,Centre St & Chambers St to Greenwich St & Warren St,5105,5.48
Subscriber,Mott St & Prince St,MacDougal St & Prince St,Mott St & Prince St to MacDougal St & Prince St,5105,6.55
Subscriber,E 32 St & Park Ave,W 33 St & 7 Ave,E 32 St & Park Ave to W 33 St & 7 Ave,5103,6.34
Subscriber,W 26 St & 8 Ave,W 38 St & 8 Ave,W 26 St & 8 Ave to W 38 St & 8 Ave,5099,6.44
Subscriber,W 21 St & 6 Ave,Greenwich Ave & 8 Ave,W 21 St & 6 Ave to Greenwich Ave & 8 Ave,5096,6.84
Subscriber,W 21 St & 6 Ave,W 38 St & 8 Ave,W 21 St & 6 Ave to W 38 St & 8 Ave,5084,10.77
Subscriber,E 39 St & 2 Ave,W 41 St & 8 Ave,E 39 St & 2 Ave to W 41 St & 8 Ave,5064,11.41
Subscriber,E 85 St & 3 Ave,E 85 St & York Ave,E 85 St & 3 Ave to E 85 St & York Ave,5059,4.73
Subscriber,W 4 St & 7 Ave S,Greenwich Ave & 8 Ave,W 4 St & 7 Ave S to Greenwich Ave & 8 Ave,5059,4.92
Subscriber,W 27 St & 7 Ave,W 38 St & 8 Ave,W 27 St & 7 Ave to W 38 St & 8 Ave,5058,7.82
Subscriber,W 49 St & 8 Ave,8 Ave & W 33 St,W 49 St & 8 Ave to 8 Ave & W 33 St,5056,9.79
Subscriber,W 16 St & The High Line,W 22 St & 10 Ave,W 16 St & The High Line to W 22 St & 10 Ave,5043,3.72
Subscriber,Centre St & Chambers St,West St & Chambers St,Centre St & Chambers St to West St & Chambers St,5039,7.43
Subscriber,Greenwich Ave & 8 Ave,W 26 St & 8 Ave,Greenwich Ave & 8 Ave to W 26 St & 8 Ave,5024,7.64
Subscriber,Greenwich Ave & 8 Ave,9 Ave & W 22 St,Greenwich Ave & 8 Ave to 9 Ave & W 22 St,5023,6.39
Subscriber,E 20 St & FDR Drive,E 23 St & 1 Ave,E 20 St & FDR Drive to E 23 St & 1 Ave,5013,5.54
Subscriber,W 20 St & 11 Ave,W 15 St & 7 Ave,W 20 St & 11 Ave to W 15 St & 7 Ave,5008,7.69
Subscriber,Broadway & E 22 St,Broadway & E 14 St,Broadway & E 22 St to Broadway & E 14 St,5005,5.59
Subscriber,1 Ave & E 15 St,E 23 St & 1 Ave,1 Ave & E 15 St to E 23 St & 1 Ave,4984,4.01
Subscriber,E 12 St & 3 Ave,E 7 St & Avenue A,E 12 St & 3 Ave to E 7 St & Avenue A,4981,6.92
Subscriber,W 26 St & 10 Ave,8 Ave & W 31 St,W 26 St & 10 Ave to 8 Ave & W 31 St,4977,5.69
Subscriber,DeKalb Ave & Hudson Ave,Clinton Ave & Myrtle Ave,DeKalb Ave & Hudson Ave to Clinton Ave & Myrtle Ave,4972,8.1
Subscriber,W 20 St & 7 Ave,W 20 St & 11 Ave,W 20 St & 7 Ave to W 20 St & 11 Ave,4962,6.75
Subscriber,Barrow St & Hudson St,8 Ave & W 31 St,Barrow St & Hudson St to 8 Ave & W 31 St,4954,12.47
Subscriber,Great Jones St,Carmine St & 6 Ave,Great Jones St to Carmine St & 6 Ave,4954,5.72
Subscriber,W 25 St & 6 Ave,Pershing Square North,W 25 St & 6 Ave to Pershing Square North,4952,10.43
Subscriber,E 17 St & Broadway,Lafayette St & E 8 St,E 17 St & Broadway to Lafayette St & E 8 St,4950,6.88
Subscriber,Barrow St & Hudson St,Carmine St & 6 Ave,Barrow St & Hudson St to Carmine St & 6 Ave,4944,5.25
Subscriber,Christopher St & Greenwich St,Carmine St & 6 Ave,Christopher St & Greenwich St to Carmine St & 6 Ave,4942,6.12
Subscriber,Broadway & E 14 St,Greenwich Ave & 8 Ave,Broadway & E 14 St to Greenwich Ave & 8 Ave,4937,7.6
Subscriber,Lexington Ave & E 24 St,E 17 St & Broadway,Lexington Ave & E 24 St to E 17 St & Broadway,4936,6.68
Customer,Atlantic Ave & Furman St,Atlantic Ave & Furman St,Atlantic Ave & Furman St to Atlantic Ave & Furman St,4931,44.43
Subscriber,W 24 St & 7 Ave,W 26 St & 10 Ave,W 24 St & 7 Ave to W 26 St & 10 Ave,4926,6.15
Subscriber,W 31 St & 7 Ave,E 31 St & 3 Ave,W 31 St & 7 Ave to E 31 St & 3 Ave,4919,7.73
Subscriber,8 Ave & W 33 St,W 43 St & 10 Ave,8 Ave & W 33 St to W 43 St & 10 Ave,4916,7.71
Subscriber,West Thames St,Broadway & Battery Pl,West Thames St to Broadway & Battery Pl,4913,5.42
Subscriber,Carmine St & 6 Ave,W 18 St & 6 Ave,Carmine St & 6 Ave to W 18 St & 6 Ave,4903,7.41
Subscriber,Broadway & E 22 St,W 21 St & 6 Ave,Broadway & E 22 St to W 21 St & 6 Ave,4896,4.66
Subscriber,Liberty St & Broadway,Maiden Ln & Pearl St,Liberty St & Broadway to Maiden Ln & Pearl St,4894,3.11
Subscriber,E 14 St & Avenue B,Broadway & E 14 St,E 14 St & Avenue B to Broadway & E 14 St,4890,8.85
Subscriber,Lafayette St & Jersey St,Broadway & E 14 St,Lafayette St & Jersey St to Broadway & E 14 St,4889,7.72
Subscriber,Greenwich St & Warren St,Greenwich St & N Moore St,Greenwich St & Warren St to Greenwich St & N Moore St,4882,5.54
Subscriber,8 Ave & W 52 St,Broadway & W 60 St,8 Ave & W 52 St to Broadway & W 60 St,4880,6.86
Subscriber,Berry St & N 8 St,Banker St & Meserole Ave,Berry St & N 8 St to Banker St & Meserole Ave,4879,4.33
Customer,Yankee Ferry Terminal,Yankee Ferry Terminal,Yankee Ferry Terminal to Yankee Ferry Terminal,4877,56.84
Subscriber,South End Ave & Liberty St,South End Ave & Liberty St,South End Ave & Liberty St to South End Ave & Liberty St,4876,21.48
Subscriber,Central Park S & 6 Ave,Broadway & W 60 St,Central Park S & 6 Ave to Broadway & W 60 St,4875,15.73
Subscriber,University Pl & E 14 St,Sullivan St & Washington Sq,University Pl & E 14 St to Sullivan St & Washington Sq,4875,6.69
Customer,Soissons Landing,Soissons Landing,Soissons Landing to Soissons Landing,4874,61.97
Subscriber,E 7 St & Avenue A,Shevchenko Pl & E 7 St,E 7 St & Avenue A to Shevchenko Pl & E 7 St,4870,3.95
Subscriber,9 Ave & W 22 St,Broadway & E 22 St,9 Ave & W 22 St to Broadway & E 22 St,4864,8.13
Subscriber,Carmine St & 6 Ave,University Pl & E 14 St,Carmine St & 6 Ave to University Pl & E 14 St,4863,7.82
Subscriber,Centre St & Chambers St,Vesey Pl & River Terrace,Centre St & Chambers St to Vesey Pl & River Terrace,4861,8.65
Subscriber,Great Jones St,Lafayette St & E 8 St,Great Jones St to Lafayette St & E 8 St,4845,3.85
Subscriber,Broadway & W 60 St,11 Ave & W 59 St,Broadway & W 60 St to 11 Ave & W 59 St,4844,6.29
Subscriber,E 20 St & 2 Ave,Broadway & E 22 St,E 20 St & 2 Ave to Broadway & E 22 St,4843,6.1
Subscriber,Lafayette St & E 8 St,Greenwich Ave & 8 Ave,Lafayette St & E 8 St to Greenwich Ave & 8 Ave,4841,9.5
Subscriber,W 52 St & 9 Ave,9 Ave & W 45 St,W 52 St & 9 Ave to 9 Ave & W 45 St,4841,4.8
Subscriber,W 21 St & 6 Ave,9 Ave & W 18 St,W 21 St & 6 Ave to 9 Ave & W 18 St,4823,6.88
Customer,Yankee Ferry Terminal,Soissons Landing,Yankee Ferry Terminal to Soissons Landing,4819,38.75
Customer,Grand Army Plaza & Central Park S,5 Ave & E 78 St,Grand Army Plaza & Central Park S to 5 Ave & E 78 St,4818,35.68
Subscriber,Vesey Pl & River Terrace,Centre St & Chambers St,Vesey Pl & River Terrace to Centre St & Chambers St,4816,8.11
Subscriber,Great Jones St,Broadway & E 14 St,Great Jones St to Broadway & E 14 St,4814,5.87
Customer,Atlantic Ave & Furman St,Old Fulton St,Atlantic Ave & Furman St to Old Fulton St,4813,22.21
Subscriber,W 15 St & 7 Ave,W 21 St & 6 Ave,W 15 St & 7 Ave to W 21 St & 6 Ave,4806,5.34
Subscriber,Cleveland Pl & Spring St,Broadway & E 14 St,Cleveland Pl & Spring St to Broadway & E 14 St,4805,9.62
Subscriber,Broadway & W 41 St,11 Ave & W 41 St,Broadway & W 41 St to 11 Ave & W 41 St,4796,7.93
Subscriber,8 Ave & W 31 St,W 22 St & 10 Ave,8 Ave & W 31 St to W 22 St & 10 Ave,4786,7.82
Subscriber,E 20 St & 2 Ave,W 21 St & 6 Ave,E 20 St & 2 Ave to W 21 St & 6 Ave,4785,8.02
Subscriber,Broadway & Battery Pl,West Thames St,Broadway & Battery Pl to West Thames St,4781,5.69
Subscriber,W 46 St & 11 Ave,8 Ave & W 33 St,W 46 St & 11 Ave to 8 Ave & W 33 St,4778,10.27
Subscriber,W 26 St & 10 Ave,W 24 St & 7 Ave,W 26 St & 10 Ave to W 24 St & 7 Ave,4777,6.11
Subscriber,E 20 St & Park Ave,E 20 St & 2 Ave,E 20 St & Park Ave to E 20 St & 2 Ave,4772,4.05
Subscriber,E 40 St & 5 Ave,E 39 St & 2 Ave,E 40 St & 5 Ave to E 39 St & 2 Ave,4770,5.94
Subscriber,W 53 St & 10 Ave,8 Ave & W 33 St,W 53 St & 10 Ave to 8 Ave & W 33 St,4770,11.33
Subscriber,E 102 St & 1 Ave,2 Ave & E 96 St,E 102 St & 1 Ave to 2 Ave & E 96 St,4768,4.13
Subscriber,Barrow St & Hudson St,West St & Chambers St,Barrow St & Hudson St to West St & Chambers St,4749,10.88
Subscriber,Carmine St & 6 Ave,W 13 St & 6 Ave,Carmine St & 6 Ave to W 13 St & 6 Ave,4742,5.17
Subscriber,Christopher St & Greenwich St,W 20 St & 11 Ave,Christopher St & Greenwich St to W 20 St & 11 Ave,4741,9.79
Subscriber,Clinton St & Grand St,Henry St & Grand St,Clinton St & Grand St to Henry St & Grand St,4740,4.6
Subscriber,E 30 St & Park Ave S,1 Ave & E 30 St,E 30 St & Park Ave S to 1 Ave & E 30 St,4733,4.82
Subscriber,Broadway & W 32 St,Pershing Square North,Broadway & W 32 St to Pershing Square North,4728,7.7
Subscriber,E 14 St & Avenue B,E 15 St & 3 Ave,E 14 St & Avenue B to E 15 St & 3 Ave,4724,6.5
Subscriber,W 38 St & 8 Ave,8 Ave & W 52 St,W 38 St & 8 Ave to 8 Ave & W 52 St,4712,7.47
Subscriber,46 Ave & 5 St,45 Rd & 11 St,46 Ave & 5 St to 45 Rd & 11 St,4711,3.06
Subscriber,Lafayette St & E 8 St,W 21 St & 6 Ave,Lafayette St & E 8 St to W 21 St & 6 Ave,4705,9.62
Subscriber,University Pl & E 14 St,W 21 St & 6 Ave,University Pl & E 14 St to W 21 St & 6 Ave,4703,7.23
Subscriber,Broadway & E 22 St,9 Ave & W 22 St,Broadway & E 22 St to 9 Ave & W 22 St,4699,7.86
Subscriber,Broadway & E 14 St,E 9 St & Avenue C,Broadway & E 14 St to E 9 St & Avenue C,4699,9.96
Subscriber,Watts St & Greenwich St,West St & Chambers St,Watts St & Greenwich St to West St & Chambers St,4697,6.91
Subscriber,W 20 St & 11 Ave,Christopher St & Greenwich St,W 20 St & 11 Ave to Christopher St & Greenwich St,4693,10.28
Subscriber,Norfolk St & Broome St,Bialystoker Pl & Delancey St,Norfolk St & Broome St to Bialystoker Pl & Delancey St,4691,4.11
Customer,West St & Chambers St,Little West St & 1 Pl,West St & Chambers St to Little West St & 1 Pl,4690,17.72
Subscriber,W 45 St & 8 Ave,8 Ave & W 52 St,W 45 St & 8 Ave to 8 Ave & W 52 St,4681,4.55
Subscriber,Milton St & Franklin St,Kent Ave & N 7 St,Milton St & Franklin St to Kent Ave & N 7 St,4672,5.7
Subscriber,W 11 St & 6 Ave,W 21 St & 6 Ave,W 11 St & 6 Ave to W 21 St & 6 Ave,4653,5.71
Subscriber,W 21 St & 6 Ave,E 20 St & 2 Ave,W 21 St & 6 Ave to E 20 St & 2 Ave,4650,9.23
Subscriber,Pershing Square North,E 39 St & 2 Ave,Pershing Square North to E 39 St & 2 Ave,4648,4.74
